ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,uptrend,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,price_wash_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
AGP,UPCOM,Y tế,1074.0,12.5,2.3,2.5,3.5,2.6,0.1,0.1,,83.3,27.9,13.7,0.6,20.8,2.4,12.5,1.4,,Giá nằm trên SMA(20),9.4,11.15,12.1,3.04,31.17,6.3,1.5,0.12,0.15,0.14,62.0,78.0,35.0,57.0,0.1,,40.9,50.4,0.02,58.0,,Mua,0.0,,1.0,1943.0,MACD Histogram > 0 và tăng dần,1.0,0.7,0.7,0.8,,Giá nằm dưới SMA(50),,,,,,Trung tính,2.4,1.1,,-0.61,1.1,15.43,423.24,Có,45.0,-56.0,-48.5,51.7,2.4,9.0,2.1,-4.8,-13.0,-8.2,23.0,530.5,Giá nằm dưới SMA(100),,-0.61,2.5,3.6,3.4,3.1,37.4,2.0,-1.5,12.9,1.2,13.0,204.0,1.3,4.5,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",16.61,86.71,440.0,1943.0,2.0,0.6,-1.1,-3.5
AGR,HSX,Dịch vụ tài chính,3619.0,6.3,2.4,3.5,3.1,3.4,-0.2,1.3,,53.2,57.2,5.0,0.4,23.2,1.4,19.1,0.0,,Giá nằm dưới SMA(20),14.26,15.14,-8.82,12.95,78.05,43.73,0.5,14.23,14.69,14.88,33.0,18.0,35.0,25.0,6.65,Mua < Bán,15.85,32.6,0.25,28.0,,Bán mạnh,1.0,,2.0,683.0,MACD Histogram < 0 và giảm dần,0.5,0.5,0.5,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-8.65,-8.65,,-0.94,-8.65,-4.54,278.71,Có,30.0,-30.1,-27.8,155.9,59.9,-19.8,118.2,-53.2,-23.8,-33.7,24.0,813.8,Giá nằm dưới SMA(100),,-0.94,797.2,833.6,835.5,1677.7,74.9,5.0,60.2,484.1,1.0,69.0,157.0,7.9,4.2,,,,23.77,52.62,2540.0,683.0,-2.1,-7.3,-11.0,-6.1
AGX,UPCOM,Bán lẻ,,,3.0,3.9,3.5,3.4,0.5,0.1,,,65.8,,,,,,,,,,,147.39,37.67,,,,0.03,0.03,0.07,97.0,21.0,40.0,90.0,,,,,1.7,62.0,,,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,15.0,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,
AIC,UPCOM,Bảo hiểm,1050.0,,2.2,1.1,,3.6,0.0,0.2,,,48.1,,,,,,0.0,,,,,,,,,0.0,0.0,0.01,0.01,49.0,82.0,22.0,20.0,,,,,75.07,43.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Có,15.0,,,,,,,,,,,,,,,,,,,87.0,,6.7,,,-13.0,669.0,,,,,,,,1121.0,-36.0,,,,
AIG,UPCOM,Thực phẩm và đồ uống,7514.0,19.0,2.4,1.7,,4.2,-0.1,0.6,,16.8,61.6,14.2,0.6,,,,0.0,,Giá nằm dưới SMA(20),,,,,16.56,6.82,0.4,0.66,1.32,0.99,14.0,69.0,51.0,,0.47,,44.1,45.2,44.56,45.0,,Bán mạnh,0.0,1.0,,,MACD Histogram < 0 và giảm dần,0.8,0.4,0.5,0.7,,Giá nằm dưới SMA(50),,,,,,Trung tính,-5.6,0.33,,0.23,0.33,,,Không,20.0,,-16.6,537.5,,,,,-33.2,-24.7,24.2,17.6,Giá nằm dưới SMA(100),,0.23,12.8,27.6,22.6,15.0,44.6,,,,,,,,9.5,,,"{'vi': 'Giá cắt lên SMA(200)', 'en': 'Price cross above SMA(200)'}",,,,3151.0,-0.3,-1.8,-1.3,-1.9
ALT,HNX,Truyền thông,77.0,3.4,2.9,1.6,,4.4,0.1,0.7,,,,,,10.6,0.4,3.8,5.3,,,36.57,15.53,-54.92,-17.74,13.25,2.5,0.2,0.0,0.0,0.01,,,,,,,,,3.12,,,,0.0,0.0,0.0,1279.0,,,,,,,,,,,,,,,,,,,,,Không,40.0,-40.0,-8.9,7.3,5.2,-7.3,131.5,,,,,,,,,,,,,29.9,0.0,,,,,,,2.1,,,,,,,1279.0,,,,
ALV,UPCOM,Xây dựng và Vật liệu,64.0,9.1,,3.2,,4.2,0.3,0.9,,40.8,45.7,3.5,0.3,4.7,0.4,,0.0,,Giá nằm dưới SMA(20),166.76,104.4,32.54,,0.0,-29.94,0.4,0.13,0.16,0.19,,,,,0.05,,6.7,39.3,0.32,,,Trung tính,0.0,,1.0,,MACD Histogram > 0 và tăng dần,0.4,0.3,0.3,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,2.09,-15.07,,-2.81,-15.07,92.38,469.53,Không,65.0,,,,,,,,-40.7,-47.0,127.8,611.9,Giá nằm dưới SMA(100),,-2.81,17.4,22.7,25.6,88.2,,0.0,,,,,,,3.5,,,,,,,859.0,14.8,-2.8,-17.8,-7.8
AMC,HNX,Tài nguyên Cơ bản,53.0,12.2,,2.0,,4.0,0.1,0.2,,100.0,44.0,66.3,0.7,8.2,1.0,7.3,8.7,,Giá nằm trên SMA(20),8.8,2.8,-3.88,-7.4,42.2,5.04,0.3,0.03,0.04,0.03,,,,,0.02,,18.5,55.2,2.68,,,Mua,-1.0,0.0,0.0,2253.0,MACD Histogram > 0 và giảm dần,0.8,0.6,0.8,1.2,,Giá nằm trên SMA(50),,,,,,Trung tính,-8.87,7.56,,0.0,7.56,26.64,65.22,Có,60.0,-16.6,-8.2,6.4,13.9,4.4,28.4,-5.9,-8.9,-29.7,29.4,445.5,Giá nằm trên SMA(100),,0.0,1.6,2.1,1.6,1.1,40.0,0.0,5.4,48.1,2.2,2.0,45.0,0.3,6.5,,,,3.66,-16.84,53.0,2253.0,10.5,2.4,5.3,7.0
AMD,UPCOM,Bất động sản,180.0,-7.3,2.3,1.1,1.4,4.0,0.0,0.0,,,,,,-1.4,0.1,-6.2,0.0,,,-68.34,-25.29,,,25.14,,0.2,0.0,0.0,0.0,18.0,35.0,15.0,1.0,,,,,0.72,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,100.0,-165.7,-13.4,-127.9,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,-5.5,,,,,,,-782.0,,,,
AME,HNX,Hàng & Dịch vụ Công nghiệp,580.0,4.0,2.2,2.4,3.5,2.2,0.3,0.7,,100.0,63.8,667.9,2.6,17.7,0.7,12.9,0.0,,Giá cắt xuống SMA(20),52.18,27.28,7.09,-14.33,5.97,1.29,1.6,0.0,0.0,0.0,27.0,26.0,10.0,50.0,0.01,,8.9,50.2,2.28,28.0,,Trung tính,1.0,,1.0,503.0,MACD Histogram < 0 và tăng dần,18.3,5.2,3.8,1.3,,Giá cắt xuống SMA(50),,,,Tín hiệu bán,,Trung tính,-1.11,0.0,,-1.11,0.0,74.51,41.27,Không,10.0,-244.5,-41.7,32.8,18.1,133.1,135.1,48.4,-4.3,-55.9,107.0,635.4,Giá nằm trên SMA(100),,-1.11,0.1,0.2,0.3,0.8,89.1,2.0,,,,,,,1.1,,,,,,,503.0,40.4,-0.6,-0.1,14.9
AMP,UPCOM,Y tế,169.0,1.9,,1.2,3.5,2.2,-0.1,0.6,,100.0,,210.5,0.8,44.3,0.8,32.6,0.0,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),4.76,-5.81,0.91,-12.08,5.34,0.28,1.9,0.05,0.04,0.04,,,,,0.04,,13.0,48.5,0.0,,,Bán,0.0,,1.0,294.0,MACD Histogram < 0 và giảm dần,0.9,1.0,1.0,1.1,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,Tín hiệu bán,,Trung tính,0.0,4.0,,-3.7,4.0,26.21,27.45,Không,15.0,-184.5,-25.9,3.8,,14.0,,-27.8,-23.5,-56.1,44.4,62.5,Giá nằm dưới SMA(100),,-3.7,3.1,2.8,3.0,2.6,52.3,0.0,,,,,,,0.3,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",,,,294.0,-0.8,-1.7,0.8,-1.2
AMS,UPCOM,Hàng & Dịch vụ Công nghiệp,451.0,5.8,2.6,2.1,3.5,2.4,-0.2,0.7,,56.5,28.6,47.0,5.7,9.5,0.5,6.7,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),14.26,9.74,4.85,2.88,7.26,2.12,1.6,0.42,0.31,0.37,14.0,92.0,75.0,45.0,1.13,Mua > Bán,7.7,45.3,35.54,56.0,,Bán,51.0,0.0,0.0,794.0,MACD Histogram < 0 và tăng dần,5.6,5.7,3.5,1.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,1.32,-0.66,,2.83,-0.66,-18.2,14.73,Không,30.0,-256.6,-36.5,47.6,39.6,-23.1,2.4,-47.8,-23.0,-58.8,28.3,75.5,Giá nằm dưới SMA(100),,2.83,26.2,25.6,42.1,121.9,65.0,2.0,,,,,,,1.4,,,,,,,794.0,-3.5,-1.1,-2.5,-3.0
AMV,HNX,Y tế,262.0,4.5,2.9,1.8,3.5,4.8,0.1,0.1,,,,,,3.7,0.2,4.2,0.0,,,57.88,-8.63,,,22.99,,0.1,0.0,0.0,0.0,80.0,71.0,43.0,4.0,,,,,0.29,50.0,,,0.0,0.0,0.0,546.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,-52.1,-7.1,71.6,8.5,38.3,,-297.9,,,,,,,,,,,,0.2,0.0,,,,,,,3.7,,,,,,,546.0,,,,
ANT,UPCOM,Thực phẩm và đồ uống,822.0,33.4,3.2,4.0,,2.6,0.3,0.7,,79.4,47.4,12.1,0.6,8.5,2.4,8.4,0.0,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),85.72,30.68,436.85,32.93,25.26,5.07,2.4,0.64,0.8,1.32,71.0,98.0,86.0,91.0,0.47,,34.0,60.7,0.15,86.0,,Mua,0.0,1.0,,4049.0,MACD Histogram < 0 và giảm dần,0.8,0.6,0.3,0.5,,Giá nằm trên SMA(50),,,,,,Trung tính,1.67,22.8,,-1.32,22.8,97.95,628.1,Không,30.0,-109.7,-61.0,97.2,,,,,-8.1,-3.8,125.3,1301.6,Giá nằm trên SMA(100),,-1.32,16.0,22.3,42.2,26.4,62.0,2.0,,,,,,,7.8,,,,,,,4049.0,34.0,2.8,14.5,16.3
ANV,HSX,Thực phẩm và đồ uống,7748.0,23.5,2.6,1.8,3.0,4.2,0.1,1.2,,35.3,76.5,7.3,0.8,10.3,2.2,10.2,2.6,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),10.64,1.85,22.05,-49.63,24.37,14.15,0.4,76.38,97.31,104.79,10.0,88.0,90.0,88.0,65.58,Mua < Bán,29.1,49.5,4.42,69.0,Chờ mua,Bán,2554.0,,2.0,2829.0,MACD Histogram < 0 và giảm dần,1.1,0.8,0.7,0.6,,Giá nằm trên SMA(50),,,,Tín hiệu bán,,Trung tính,-1.77,8.52,,-3.96,8.52,84.69,254.08,Có,40.0,-17.7,-24.4,753.2,49.1,44.6,915.5,,-12.9,-9.9,142.4,4334.9,Giá nằm trên SMA(100),,-3.96,2066.9,2888.5,3474.5,3991.3,,9.0,15.9,-14.9,0.0,283.0,2000.0,1.3,14.2,,,,1694.56,140.49,3542.0,2829.0,44.3,-2.6,4.6,19.5
APC,UPCOM,Y tế,146.0,-4.3,2.6,1.1,3.6,3.0,0.0,0.6,,86.4,76.8,357.4,8.7,-6.0,0.3,7.0,0.0,,Giá nằm dưới SMA(20),11.19,-1.77,,,23.9,,0.3,0.01,0.01,0.01,97.0,56.0,45.0,19.0,0.04,,7.0,31.5,14.85,54.0,,Bán mạnh,0.0,,2.0,-1228.0,MACD Histogram < 0 và giảm dần,16.4,9.8,5.3,2.7,,Giá nằm dưới SMA(50),,,,,,Trung tính,-9.09,-12.16,,-5.6,-12.16,10.05,-65.94,Có,20.0,-115.2,-21.8,-24.4,-11.6,-13.5,,,-23.1,-92.3,22.8,13.9,Giá nằm dưới SMA(100),,-5.6,0.4,0.6,1.1,2.2,36.4,0.0,7.5,,-0.3,-3.0,31.0,1.2,-3.0,,,,,,552.0,-1228.0,-9.7,-9.7,-11.6,-13.1
APF,UPCOM,Thực phẩm và đồ uống,1280.0,9.4,2.0,2.2,3.0,1.8,-0.1,0.5,,48.9,68.5,5.5,0.5,11.8,1.1,10.3,5.6,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),1.17,7.35,-10.42,3.23,13.31,1.73,1.8,0.35,0.42,0.66,20.0,43.0,9.0,6.0,0.18,,39.2,42.1,0.0,20.0,,Bán,0.0,0.0,0.0,3300.0,MACD Histogram < 0 và tăng dần,0.6,0.5,0.3,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,1.62,-4.14,,-0.7,-4.14,-20.52,175.32,Không,85.0,-165.3,-57.5,108.1,9.6,-39.8,-21.8,-38.6,-21.3,-28.4,8.9,501.1,Giá nằm dưới SMA(100),,-0.7,7.9,10.1,17.5,10.6,0.8,3.0,,,,,,,3.1,,,,,,,3300.0,-11.4,-2.4,-4.5,-10.2
APG,HSX,Dịch vụ tài chính,2616.0,-0.5,2.2,1.5,3.0,2.6,0.2,0.8,,49.7,18.5,16.1,0.3,-240.0,1.1,108.7,0.0,,Giá nằm trên SMA(20),-56.16,-2.33,,,83.31,22.13,1.3,9.95,8.61,6.35,49.0,70.0,35.0,70.0,3.23,Mua > Bán,11.7,48.0,28.97,56.0,,Trung tính,-638.0,0.0,0.0,-49.0,MACD Histogram > 0 và giảm dần,0.3,0.4,0.5,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.85,0.43,,0.0,0.43,24.47,93.51,Có,80.0,-122.4,-55.9,-10.9,232.7,148.0,,-115.7,-13.0,-43.5,103.5,1087.7,Giá nằm dưới SMA(100),,0.0,801.5,709.4,561.4,765.7,22.0,6.0,-45.9,,2.9,19.0,87.0,9.8,-0.3,,,,,,2407.0,-49.0,7.8,0.0,-0.8,-2.1
APH,HSX,Hàng & Dịch vụ Công nghiệp,1512.0,3.9,2.4,1.4,3.0,4.0,-0.2,0.8,,51.1,78.9,0.1,0.5,15.6,0.6,5.8,0.0,,Giá nằm dưới SMA(20),-2.27,8.33,243.55,-26.3,15.44,2.61,0.5,1.66,1.75,1.75,66.0,32.0,27.0,27.0,0.87,,6.2,39.9,28.0,38.0,,Trung tính,-242.0,,1.0,398.0,MACD Histogram > 0 và tăng dần,0.6,0.5,0.5,0.4,,Giá nằm dưới SMA(50),,,Tín hiệu mua,,,Trung tính,0.0,-6.06,,-0.32,-6.06,-1.43,-86.09,Không,65.0,-80.0,-10.2,97.1,-28.9,13.9,11.5,-67.0,-18.4,-89.4,8.6,11.7,Giá nằm dưới SMA(100),,-0.32,241.5,267.2,259.9,357.6,27.0,6.0,,,,,,,0.8,,,,,,,398.0,-7.8,-1.7,-6.4,-5.9
API,HNX,Bất động sản,589.0,0.2,2.1,1.5,3.5,2.6,-0.2,1.6,,41.0,31.9,1.9,0.5,302.4,0.7,23.5,0.0,,Giá nằm dưới SMA(20),8.49,-14.23,,,42.95,8.16,0.7,3.48,3.36,3.01,55.0,14.0,69.0,39.0,1.69,Mua < Bán,7.0,34.3,2.38,44.0,,Bán mạnh,-112.0,,2.0,23.0,MACD Histogram < 0 và tăng dần,0.5,0.6,0.7,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-11.39,-17.65,,-2.78,-17.65,-9.09,66.77,Không,55.0,-95.5,-26.6,1.9,38.9,77.5,,,-36.4,-84.9,48.9,596.1,Giá nằm dưới SMA(100),,-2.78,440.0,422.3,345.6,581.9,17.4,1.0,,,,,,,0.1,,,,,,,23.0,-7.3,-11.9,-17.6,-15.3
APL,UPCOM,Hàng & Dịch vụ Công nghiệp,,,,1.3,,2.4,-0.1,0.2,,,,,,,,,,,,,,-22.81,-2.52,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,50.0,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,
APP,UPCOM,Hóa chất,25.0,-4.6,,1.0,,4.0,-0.2,0.5,,42.4,48.5,21.0,0.5,-10.8,0.5,,0.0,,Giá nằm dưới SMA(20),4.84,-3.93,,,9.05,,0.6,0.03,0.03,0.03,,,,,0.02,,5.4,39.2,0.55,,,Bán mạnh,0.0,0.0,0.0,,MACD Histogram < 0 và giảm dần,0.6,0.7,0.5,0.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-3.57,-3.98,,-0.15,-3.98,-22.1,63.64,Không,60.0,,-29.2,-2.3,,,,,-46.0,-68.8,8.0,80.0,Giá nằm dưới SMA(100),,-0.15,5.7,4.9,6.0,9.9,,0.0,,,,,,,-2.5,,,,,,,-497.0,-12.4,-3.2,-4.5,-8.6
APS,HNX,Dịch vụ tài chính,672.0,-1.9,2.5,1.6,3.0,4.0,0.0,1.6,,61.7,45.7,4.7,0.5,-42.9,0.8,-26.1,0.0,,Giá nằm dưới SMA(20),-45.24,55.91,,,60.01,44.08,0.0,6.94,7.27,6.97,5.0,8.0,39.0,70.0,3.61,Mua < Bán,8.1,34.6,0.75,30.0,,Bán mạnh,-29.0,,2.0,-189.0,MACD Histogram < 0 và giảm dần,0.6,0.6,0.6,0.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-12.9,-15.63,,-2.41,-15.63,20.9,210.73,Có,80.0,9.8,8.0,-15.7,139.1,-71.2,208.6,-125.2,-43.0,-86.5,84.1,411.8,Giá nằm dưới SMA(100),,-2.41,746.3,774.6,728.8,1526.7,5.0,1.0,121.3,,0.3,44.0,99.0,3.6,-1.9,,,,,,815.0,-189.0,7.2,-11.4,-18.9,-11.8
APT,UPCOM,Thực phẩm và đồ uống,,,,1.2,,2.0,-0.2,0.1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,6.0,,,,,,,,,,,,,,,,,,,71.1,,,,,,,,,,,,,,,,,,,
ARM,HNX,Hàng & Dịch vụ Công nghiệp,82.0,14.1,,1.5,,4.2,0.0,-0.1,,,87.5,,,14.5,1.9,8.7,0.0,,,61.48,2.58,22.11,-8.62,11.08,1.68,0.7,0.0,0.0,0.0,,,,,,,,,0.08,,,,-1.0,0.0,0.0,1811.0,,,,,,,,,,,,,,,,,,,,,Có,20.0,-1.3,-0.6,5.6,45.7,50.2,24.6,56.6,,,,,,,,,,,,41.3,0.0,19.4,-15.0,0.2,1.0,88.0,0.2,3.2,,,,85.9,148.01,42.0,1811.0,,,,
ART,UPCOM,Dịch vụ tài chính,126.0,-32.1,2.4,1.7,3.0,4.2,0.0,0.0,,,,,,-3.4,1.3,21.4,0.0,,,-77.16,-67.75,,,6461.06,5069.28,0.0,0.0,0.0,0.0,10.0,67.0,4.0,56.0,,,,,0.66,34.0,,,0.0,0.0,0.0,-385.0,,,,,,,,,,,,,,,,,,,,,Có,95.0,28.9,36.1,-37.3,-32.1,-81.3,,,,,,,,,,,,,,0.0,0.0,225.3,,-0.1,9.0,0.0,380.7,-31.1,,,,,,98.0,-385.0,,,,
ASA,UPCOM,Hàng cá nhân & Gia dụng,126.0,0.4,,1.1,,5.0,0.0,0.0,,,,,,268.4,1.1,,0.0,,,2.53,-9.93,20.9,,6.55,1.44,0.0,0.0,0.0,0.0,,,,,,,,,0.25,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,80.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.3,,,,,,,39.0,,,,
ASG,HSX,Hàng & Dịch vụ Công nghiệp,1498.0,3.1,2.2,1.7,3.0,4.2,0.0,-0.1,,,6.5,13.2,0.2,35.9,1.1,12.2,0.0,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),-0.22,16.71,899.04,-29.81,16.73,3.6,0.4,0.02,0.02,0.01,13.0,74.0,42.0,15.0,0.0,,16.5,50.7,0.77,36.0,,Trung tính,0.0,,1.0,460.0,MACD Histogram > 0 và giảm dần,0.2,0.3,0.3,0.1,,Giá cắt xuống SMA(50),,,,,,Trung tính,5.77,1.23,,-2.37,1.23,-12.93,-43.13,Không,65.0,-35.7,-16.0,41.7,18.6,5.8,7.5,436.6,-13.8,-59.5,6.5,5.8,Giá nằm dưới SMA(100),,-2.37,1.3,1.0,0.9,2.1,21.5,3.0,,,,,,,1.3,,,,,,,460.0,-5.0,1.0,-0.2,-2.7
ASM,HSX,Thực phẩm và đồ uống,2753.0,1.2,1.9,1.4,2.8,2.6,-0.2,1.1,,51.9,85.7,5.5,0.5,40.8,0.5,13.5,0.0,,Giá nằm dưới SMA(20),0.33,-3.32,-7.27,-28.99,11.67,0.53,1.6,4.06,6.36,13.05,36.0,7.0,22.0,9.0,2.15,Mua < Bán,6.76,32.8,12.61,18.0,,Bán mạnh,-2089.0,,1.0,166.0,MACD Histogram < 0 và tăng dần,0.6,0.4,0.2,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-4.65,-13.84,,-0.59,-13.84,-15.4,27.16,Không,55.0,-441.1,-53.5,67.5,-0.7,6.5,-79.9,-72.9,-22.1,-64.4,26.2,347.4,Giá nằm dưới SMA(100),,-0.59,534.1,861.8,1358.6,1695.9,11.4,18.0,,,,,,,0.3,,,,,,,166.0,-4.9,-8.8,-10.9,-7.7
ASP,HSX,"Điện, nước & xăng dầu khí đốt",166.0,9.9,2.4,1.3,3.5,2.2,0.0,0.7,,,35.2,2.9,0.2,5.9,0.5,9.3,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),-11.17,5.27,,-29.08,10.23,,1.7,0.1,0.14,0.12,34.0,21.0,30.0,62.0,0.03,,4.44,23.2,48.97,37.0,,Bán mạnh,0.0,,1.0,755.0,MACD Histogram < 0 và giảm dần,0.3,0.2,0.2,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-1.55,-8.45,,-1.33,-8.45,15.63,-12.08,Không,45.0,-259.7,-28.7,28.2,5.5,-21.0,,,-23.2,-72.2,16.8,151.5,Giá nằm dưới SMA(100),,-1.33,21.0,30.2,24.6,40.3,48.2,1.0,,,,,,,1.8,,,,,,,755.0,-9.3,-3.5,-7.6,-12.7
AST,HSX,Bán lẻ,3330.0,36.2,3.0,3.0,3.0,5.0,0.1,0.6,,38.7,60.6,6.2,1.0,16.8,5.8,10.1,5.8,,Giá nằm trên SMA(20),20.95,3.11,28.59,-4.88,63.77,15.88,0.1,0.97,0.73,0.73,50.0,89.0,87.0,81.0,0.88,Mua > Bán,74.0,57.1,45.3,77.0,,Mua,99.0,,1.0,4406.0,MACD Histogram > 0 và giảm dần,1.1,1.4,1.2,1.0,,Giá nằm trên SMA(50),,,,,,Trung tính,-2.37,9.27,,-1.33,9.27,45.21,65.9,Không,30.0,2.7,9.4,198.3,27.1,13.3,91.7,56.5,-3.9,-6.4,70.4,110.9,Giá nằm trên SMA(100),,-1.33,11.1,8.8,9.6,11.9,78.6,3.0,,,,,,,22.3,,,,,,,4406.0,23.4,1.8,6.4,11.5
ATA,UPCOM,Thực phẩm và đồ uống,6.0,-1.0,,1.1,,2.8,0.1,0.3,,4.8,39.4,4.0,0.3,67.2,-0.2,-7177.1,0.0,,Giá cắt lên SMA(20),,,,,-32.13,-96.22,-1.1,0.0,0.0,0.0,,,,,0.0,,0.6,70.4,0.07,,,Mua mạnh,0.0,1.0,,,MACD Histogram > 0 và tăng dần,105.0,0.6,0.9,0.4,,Giá cắt lên SMA(50),,,Tín hiệu mua,Tín hiệu mua,Tín hiệu mua,Vào vùng quá mua,20.0,0.0,,20.0,0.0,18.58,100.0,Không,100.0,,,,,,,,-14.3,-98.0,50.0,294.7,Giá nằm trên SMA(100),,20.0,0.0,6.8,4.5,11.0,,0.0,,,,,,,0.2,,,"{'vi': 'Giá cắt lên SMA(200)', 'en': 'Price cross above SMA(200)'}",,,,60.0,14.5,14.3,11.5,12.6
ATB,UPCOM,Xây dựng và Vật liệu,7.0,-12.2,,1.0,,3.2,-0.1,0.1,,,,,,-1.8,0.2,-21.0,0.0,,,,,,,,,0.9,0.0,0.0,0.0,,,,,,,,,0.06,,,,0.0,0.0,0.0,-283.0,,,,,,,,,,,,,,,,,,,,,Không,100.0,-357.6,-21.1,-3.9,,,,,,,,,,,,,,,,,0.0,,,,,,,-3.3,,,,,,,-283.0,,,,
ATG,UPCOM,Tài nguyên Cơ bản,125.0,-79.8,,2.2,,3.4,0.7,0.0,,72.5,23.1,10.4,3.0,-219.4,291.6,-133.6,0.0,,Giá nằm dưới SMA(20),-77.34,47.87,,,59.22,30.18,17.5,0.23,0.31,0.72,,,,,1.15,,8.2,51.5,0.01,,,Trung tính,0.0,0.0,0.0,-37.0,MACD Histogram < 0 và tăng dần,391.1,6.0,3.0,2.2,,Giá nằm trên SMA(50),,,,,,Trung tính,-4.65,-2.38,Tín hiệu bán,0.0,-2.38,164.09,1244.26,Không,95.0,-5.1,-10.0,-0.6,-38.1,,56.0,-235.8,-8.9,-47.1,331.6,1476.9,Giá nằm trên SMA(100),,0.0,0.4,23.4,46.8,63.3,0.8,0.0,,,,,,,-1.5,,,,,,,-37.0,91.0,-3.6,8.3,39.3
ATP,HSX,Thực phẩm và đồ uống,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATS,HNX,Du lịch và Giải trí,82.0,1.0,,1.7,,4.2,0.3,0.5,,,,,,184.4,1.9,143.4,0.0,,,5.57,4.94,-13.92,37.44,4.84,1.05,0.0,0.0,0.0,0.0,,,,,,,,,0.11,,,,0.0,0.0,0.0,127.0,,,,,,,,,,,,,,,,,,,,,Có,35.0,1.5,2.4,0.4,-7.3,-4.5,100.7,140.2,,,,,,,,,,,,1.8,0.0,7.1,-7.4,1.2,0.0,13.0,1.7,0.9,,,,150.26,-4.74,44.0,127.0,,,,
